– Flere bør klage på megleren	Nesten halvparten av sakene som behandles av Reklamasjonsnemnda for Eiendomsmeglertjenester ender med at klager får medhold. Reklamasjonsnemnda for Eiendomsmeglertjenester mottar over 200 klager i året. I fjor behandlet de 133 saker, og ga 62 misfornøyde klagere medhold. Både kjøper, selger, budgivere som ikke nådde opp, eller for den saks skyld en nabo, kan klage, forteller sekretariatsleder Liv Østgård Fagerland. Use regions/landmarks to skip ahead to chart and navigate between data series. Derfor klager vi på megleren. Klager som er behandlet av nemda i 2016. Derfor klager vi på megleren Highcharts CloudDerfor klager vi på meglerenKlager som er behandlet av nemda i MedholdIkke medholdAvvist/forlikFeilaktige/manglede opplysningerMeglers utlegg/vederlag/honorarMisnøye med saksbehandlingenBudgivningAndre grunner. Kan ikke gi bøter I fjor handlet de fleste klagene om feilaktige eller manglende opplysninger fra megleren. Ofte erklærer nemnda at megleren har brutt god meglerskikk, uten at det har noen økonomiske følger for megleren. Vi har eksempler der nemnda ber megleren betale erstatning til klageren, men vi gir ikke erstatning for såkalt tort og svie. En erstatning kan bare gis hvis det kan dokumenteres et økonomisk tap, sier Fagerland. Det er viktig å ta vare på all kommunikasjon med megleren, helst skriftlig. Nemnda tar ikke hensyn til vitneuttalelser, og saker som ikke er tilstrekkelig dokumentert kan ende opp som «ord mot ord». Nemnda er heller ingen domstol, og hvis klagerne gis medhold kan ikke nemnda pålegge meglerne å følge rådene i avgjørelsen. Likevel tas de aller fleste avgjørelsene til følge. De aller fleste avgjørelsene blir respektert. Vi har sjelden mer enn et par saker som ikke etterkommes i året. Les mer: Tidligere meglere får kjøpe uten budrunde selger videre med enorm fortjeneste Megler dømt etter å ha solgt bolig uten budrunde 15 prosent misfornøyd med megleren Morten Andreas Meyer i Huseiernes Landsforbund mener folk bør bruke forbrukermakten sin oftere. Huseiernes Landsforbund Generalsekretær Morten Andreas Meyer i Huseiernes Landsforbund mener tallene viser at eiendomsmeglerbransjen har et forbedringspotensial. Vi forbrukere, både som boligkjøpere og boligselgere, er helt avhengige av at den profesjonelle delen av bransjen ivaretar interessene våre. Heldigvis tar mange eiendomsmeglere dette ansvaret. Men tallene viser at bransjen fremdeles har en vei å gå før kunnskapen og den etiske standarden er høy nok. Meyer viser også til en egen undersøkelse som de utførte i høst. Av dem som hadde kjøpt bolig de siste tre årene, svarte 15 prosent at de var misfornøyde med eiendomsmegleren. Han mener flere burde klage: Generelt er vi altfor dårlige til å bruke forbrukermakten vår. Eiendomsmeglere som ikke gjør jobben sin må stå til ansvar for det. Vi må ganske enkelt bli mye tøffere til å si fra. Vi har et forbedringspotensial Carl O. Geving i Norsk eiendomsmeglerforbund oppfordrer alle som er misfornøyd etter et boligkjøp til å klage.  Carl O. Geving i Norsk eiendomsmeglerforbund er ikke bekymret over tallene fra nemnda: Meglerne bistår i omtrent 140.000 eiendomstransaksjoner i året. Da er ikke 133 saker en stort tall. Likevel har Geving og forbundet et ønske om å bli enda bedre: Selv om vi har fokus på høy kvalitet gjøres det fremdeles feil, og vi har også forbedringspotensial. Målet vårt er selvfølgelig ingen slike saker. Han oppfordrer alle som ikke er fornøyde med eiendomsmegleren til å klage til nemnda. Det er et lavterskeltilbud, og behandlingen er grundig og god. Ikke minst tar vi meglere avgjørelsene seriøst. , spilletid . Spill av Du må oppdatere nettleseren din eller bruke en annen nettleser for å se videoen.	https://www.nrk.no/dokumentar/_-flere-bor-klage-pa-megleren-1.13749415	Nei
Bryter loven for å hjelpe andre	Med fullt overlegg bryter han loven, gang på gang. Han insisterer på å bli etterforsket, men har ingen planer om å straffes. Jeg er redd jeg skal hisse meg opp. Jeg har for mye følelser, sier Arne Viste og fikler med vifta i bilen. Trehusene og de nakne løvtrærne langs veien ned til Stavanger politihus er utydelige, for ruta er full av dugg. Jeg tror det er følelsene mine som damper her! Dette er en merkedag. I halvannet år har han kjempet innbitt for at politiet skal etterforske flere lovbrudd han selv står bak. Den rolige familiefaren, som før var helt uinteressert i asylpolitikk, har ansatt ti utlendinger uten lovlig opphold. Tidligere har bakere og sykehus selv kirken fått millionbøter for akkurat dette. Denne saken har politiet derimot latt gå, selv om de har fått et titalls brev, eposter og telefoner om ansettelsene. Arne Viste er blitt møtt med avslag og taushet. Men i dag har de sagt at de skal snakke med meg. Det er spennende, for hittil det har ikke vært mulig å få dem i tale. Viste parkerer utenfor politihuset, henter en pose med dokumenter fra bagasjerommet og betaler parkeringsavgiften, klok av skade. Han har fått et par trafikkbøter tidligere, ellers er rullebladet rent. Strafferammen for det han nå krever å bli anmeldt for, er to år i fengsel. For fem år siden ville dette påfunnet vært utenkelig for Arne Viste. Han nærmet seg 50, levde et lovlydig liv med barn, kone og villa på Sola, like utenfor Stavanger. Det var oljesmurt høykonjunktur og bekymringsløse dager for ingeniører som ham. Asylsøkere hadde han ingen kontakt med. Ikke før julen 2013. Familien Viste er kristen. Den tilhører en menighet som ikke bare er opptatt av å snakke om det gode, men også å gjøre gode gjerninger. Det var advent, og de hadde bestemt seg for å invitere en familie fra asylmottaket på middag. De spiste. De ble kjent. Det var en hyggelig kveld, med en uventet avslutning. Etter middagen kjørte Viste familien tilbake til Sandnes. Da han slapp dem av, snudde faren seg mot ham og sa alvorlig: Det er en ting jeg ikke skjønner. Jeg hadde en jobb. Jeg hadde noe å gå til hver dag. Jeg bidro til noe positivt. Nå er jeg bare på vent. Familiefaren var en av de mellom 3000 og 5000 «ureturnerbare» som ifølge Norsk organisasjon for flyktninger (NOAS) befinner seg i Norge. De har fått endelig avslag på asylsøknaden, men kan av ulike grunner ikke sendes ut (se faktaboks). Jobbe får de heller ikke. De som har fått avslag, skal ikke tjene penger. På dette tidspunktet hadde Viste selv gått arbeidsløs i seks måneder, men av egen vilje. Han hadde sagt opp jobben for å prøve seg som konsulent i oljebransjen. Likevel forsto han denne mannen, om enn bare litt. Jeg hadde ikke fått et oppdrag på et halvår, og det gjorde noe med meg. Mennesker brytes ned av å ikke arbeide, sier Arne Viste. Det som skjedde tre måneder senere, virket kanskje lite og tilfeldig der og da, men i ettertid så Viste en større betydning i hendelsen. Han skulle søke etter noe på Google, kanskje i forbindelse med sitt første konsulentoppdrag, som han fikk tre dager etter søndagsmiddagen. Isteden havnet han på en nettside med Grunnlovens paragraf 110: Ethvert arbeidsdyktig menneske? Tankene gikk umiddelbart til asylsøkeren han hadde kjørt hjem. Dette stemte ikke med historien faren fortalte, sier Viste. Han skrev brev til Justisdepartementet, nevnte faren og ba dem forklare hvordan han kunne nektes jobb når grunnloven er så tydelig. Departementet svarte at paragrafen pålegger «myndighetene aktivt å arbeide for å sikre borgernes muligheter for inntektsgivende arbeid. Bestemmelsen gir imidlertid ikke juridiske rettigheter til enkeltindivider, og må ses på mer som en programerklæring». Den hindrer heller ikke myndighetene «å nekte utenlandske borgere å ta arbeid i riket», sto det. Dette holdt ikke for Arne Viste. I grunnloven sto det «menneske», ikke «borger». Slik han leste paragrafen, var det irrelevant hvor vedkommende var fra. Det var da ballen begynte å rulle, sier han. Det ligger en ombygd låve ute på et jorde ved Tjelta, omtrent ti minutters kjøretur fra Sola flyplass. Innover sanddynene, heiene og åkrene jager mørkegrå skyer fra Nordsjøen. At dagen er dunkel, er kanskje like greit, for her pågår lyssky virksomhet. Mellom hyller tynget til bristepunktet av Hamsun, Nesbø og Knausgård, står en ung, etiopisk kvinne og sorterer bøker. Det har hun ikke lov til. Melat er ansatt i bruktbokhandelen PBOK, som Arne Viste startet med overskuddet konsulentoppdraget. Forretningsideen var enkel; hente bøker som skal kastes og selge dem på nett. Hadde Arne Viste slått seg til ro med svaret fra Justisdepartementet tre år tidligere, ville Melat aldri fått denne jobben. Men Viste kan være sta, og for ham var saken opplagt. Ved å nekte mennesker å jobbe, brøt myndighetene grunnloven. I mars 2014 bestemte, Viste, en IT-ingeniør uten snev av juridisk erfaring, å ta Justisdepartementet for retten. På egen hånd. Han husker godt det spørrende uttrykket til dommeren som hjalp ham med det praktiske. Og dette har du tenkt å gjøre alene!? Stevningen ble blankt avslått, blant annet fordi Viste ikke selv var part i saken. Da begynte tanken å modnes at vi bare skulle ansette. Om vi klarer å bli anmeldt for brudd på utlendingsloven, ligger bevisbyrden på deres side, sier han. Prosjektet er ikke bare risikabelt. Det er potensielt ruinerende. I 2011 ble det nemlig avdekket et stort smutthull systemet. Dårlig kommunikasjon mellom UDI og Skatteetaten førte til at asylsøkere fikk skattekort også etter endelig avslag. Slik kunne de fortsette å jobbe mens de oppholdt seg ulovlig i landet. Etter avsløringen krevde Ap-regjeringen at alle som ønsket skattekort, møtte opp på skattekontoret med gyldige papirer. I praksis mistet tusenvis muligheten til å jobbe. Innstrammingen ble møtt med høylytte protester over hele landet. I Stavanger ble det dannet tverrpolitisk front mot vedtaket, og et enstemmig formannskap krevde at de «ureturnerbare» fikk jobbe. Da Erna Solberg i sin tid som kommunalminister strammet inn på rettighetene til denne gruppen, og fikk kallenavnet Jern-Erna, kom formannskapet i Stavanger med en kritisk uttalelse. Jeg synes det er helt rett at vi gir denne typen innspill også til vår regjering, sa Aps Odd Kristian Reme til Stavanger Aftenblad. Protestene nådde ikke frem, og statsadvokaten ba politiet i Rogaland bøtelegge 30 arbeidsgivere for til sammen fem millioner kroner. Stavanger Universitetssykehus måtte ut med 350.000 kroner for å ha hatt ti papirløse i arbeid. Solabakeren AS fikk 250.000 kroner i bot for å ha ansatt en eritreer. Kirkevergekontoret i Stavanger fikk et forelegg på 93.000 for å ha en etiopisk mann på lønningslista. Fem år senere er det de samme asylpolitiske prinsippene som råder. Det ville sende helt gale signaler hvis personer med endelig avslag på asylsøknaden skulle «belønnes» med arbeidstillatelse, skriver Vidar Brein-Karlsen (Frp) i en e-post til NRK. Statssekretæren i Justisdepartementet mener det vil komme flere til Norge om det ble kjent at de fikk jobbe også etter et avslag. Og de som er her allerede, kan jobbe frem til utsendelse, skriver Brein-Karlsen. Dette forutsetter imidlertid at de har søkt om retur. De må også ha gyldige ID-papirer, og slike er det ifølge Jon Ole Martinsen i NOAS mange som mangler. I tillegg opplever flere at hjemlandet er for farlig å returnere til, selv om norske myndigheter mener noe annet. En midlertidig arbeidstillatelse ville gjøre papirløse i stand til å ta veloverveide valg om sin egen fremtid. Vi tror flere hadde returnert om de kunne ta disse beslutningene under forhold som ikke var desperate, sier Martinsen. Ifølge Jan-Paul Brekke, migrasjonsforsker ved Institutt for samfunnsforskning, er det uansett ikke jobbutsiktene som avgjør hvor asylsøkerne velger å reise. Årsaken til at eksempelvis etiopierne vi har intervjuet kommer til Norge, er blant annet fordi Norge anses som trygt, sier han. Om det å frata noen retten til å arbeide gjør at asylsøkere med avslag reiser hjem, eller at færre kommer til Norge, finnes ikke forskning på, forteller Brekke. Men politikk handler ikke bare om fakta. Politikk er en større pakke, og politikere vil fremstå proaktive og prinsipielle, ikke bare overfor dem som kommer til Norge, men også overfor den norske befolkningen. Arne Viste har aldri vært politisk aktiv, men han deler høyresidens idé om individets frihet, egenverdi og ansvar for å bygge sitt eget liv gjennom arbeid. Ved å nekte mennesker å jobbe, føler han at dagens regjering svikter sine egne idealer. I Norge har vi for mye tillit til opparbeidede velferdsgoder, og for lite tillit til at vi har en verdi i oss selv. Møter vi andre med medmenneskelighet og godhet, vil vi selv bli møtt med det samme den dagen vi trenger hjelp, sier han. Det var riktignok ingen plutselig, politisk erkjennelse som førte til Vistes første ansettelse. Det var en serie hendelser som overbeviste ham. Søndagsmiddagen med familien. Grunnlovsparagrafen som dukket opp fra ingenting. For Viste ble det gradvis klart at disse episodene ikke var tilfeldigheter. Det fantes en høyere mening i dette prosjektet. Det kulminerte med et bilde han så på Facebook, av en fugl og en krokodille i tre. Fuglen hoppet uredd foran den vidåpne kjeften. Symbolikken var overbevisende. Da jeg var liten fortalte min far at han ville spenne opp gapet og trekke oss ut om en krokodille spiste oss. På samme måte vil jeg stikke hånda inn, helt inn til halen, ta tak i grunnlov og menneskerettigheter, vrenge krokodillen og kaste den langt, langt vekk, sier Viste. Noen må stille seg i krokodillegapet. Og det er meg. Arne Viste var ikke i tvil. Han ringte Melat, som hadde kommet fra Etiopia fem år tidligere og fått endelig avslag på asylsøknaden. Hun kan ikke sendes hjem fordi Norge ikke har en fungerende returavtale med etiopiske myndigheter. Frivillig reiser hun ikke, for hun er redd for hva som venter henne i hjemlandet. Livet i Norge har vært lite. Melat har få venner her, dagene er tomme og like. Jeg drømte om å bli lege, men jeg har mistet drømmene mine, og jeg har mistet meg selv. Mennesker trenger aktivitet. Uten jobb føler jeg meg ubrukelig og håpløs, sier 21-åringen. I låven på Tjelta har hun lagt en bok under et fastmontert kamera og tar et bilde til nettbutikken, en jobb hun gjør tre dager i uka. Melat forstår ikke hva som står i bøkene. Den eneste hun har på morsmålet amharisk, er bibelen. Men jeg trives. Jobben gir meg håp for i morgen, og det er viktig. Det gir meg energi. Da Arne Viste ga Melat jobben, sendte han arbeidskontrakten til politiet for å informere dem om ansettelsen. Han vil ha ting på stell og saken for retten. Jeg ser ikke på meg selv som kriminell. Jeg mener at grunnloven gir disse menneskene rett til å jobbe. Om saken kommer opp og jeg taper, sier jeg opp Melat og tar straffen. Ikke før, sier han. Politihuset i Stavanger. Arne Viste har aldri vært her før, og tripper nervøst rundt i entreen. Han ble sittende sent oppe for å sortere alle papirene han har sendt til politiet, Tingretten, UDI, Skatteetaten, statsadvokaten og Riksadvokaten for å få dem til å behandle saken. Likevel våknet han klokka fem, av seg selv. I skranken forklarer Viste sitt ærend og ber om å få snakke med en sjef. Et par minutter senere kommer avsnittsleder Eirik Jansen Bakkedal ut, myndig i sin blåsvarte uniform. Bakkedal har ikke hatt noe med saken å gjøre og lytter konsentrert til den detaljerte gjennomgangen. Viste forklarer. Politiet må starte etterforskning om de kjenner til ulovlig aktivitet, mener han, og de har jo fått mange brev om dette arbeidsforholdet. Svaret fra politiet har vært at saken ikke er prioritert, selv om de har slått hardt ned på dette tidligere. Det jeg ber om, er at saken skal registreres, så det kan komme en avgjørelse, sier Viste. Bakkedal nikker, tar imot den fyldige dokumentbunken og forsvinner inn på et bakrom. 20 minutter senere kommer han ut med en skriftlig bekreftelse på at han har mottatt anmeldelsen. Han lover å kontakte Viste når en jurist har sett på papirene. Det var fremdrift! Det var godt. Om du kaller det fremdrift, så for all del. Det er det vi kan gjøre nå, svarer politimannen og forsvinner i gangene. To uker senere får Arne Viste e-posten han har ventet på. Politijurist Ketil Remman skriver: For de fleste ville en slik beskjed vært nedslående, men for Arne Viste gir den håp. Jeg vet ikke hvordan saken kommer til å gå. Den kan gå begge veier. Men det er viktig for meg å ta denne kampen, sier han. 20. februar skriver Remman til NRK at «saken kan være ferdig etterforsket og avgjort fra vår side innen 4–8 uker». Plog AS, som er Vistes bemanningsbyrå, og som Melat er ansatt i, har i dag ti ansatte.	https://www.nrk.no/dokumentar/xl/i-halvannet-ar-har-arne-kjempet-for-a-bli-anmeldt-1.13234583	Nei
Få bytter pensjonsparing etter bytte av arbeidsgiver		https://www.aftenbladet.no/innenriks/i/m6rjWq/Fa-bytter-pensjonsparing-etter-bytte-av-arbeidsgiver	Nei
Kværner Verdal får oppdrag på Castberg	Statoil og Kværner varslet tirsdag morgen at sistnevnte skal levere moduler til produksjonsskipet som skal få opp oljen fra Johan Castberg-feltet utenfor kysten av Finnmark. Verdien av avtalen er på omtrent 3,8 milliarder kroner, og ifølge Kværner vil arbeidet på det meste omfatte rundt 2000 ansatte hos dem og hos underleverandørene. Ifølge en pressemelding skal Kværners verft i Verdal lage modulen for håndtering av sjøvann og hovedpakken for rør. Kværners verft på Stord skal også lage flere av modulene, mens Aker Solutions er underleverandør og skal lage moduler ved sine verft i Egersund og Sandnessjøen. - Vi er tilfredse med at vi er valgt som leverandør til ett av de viktigste prosjektene i det globale olje- og gassmarkedet. I tillegg er det en strategisk fordel for Kværner at vi videreutvikler vår ekspertise på flytende produksjonsskip, ettersom flere kommende feltutviklingsprosjekter trolig vil benytte lignende konsepter, sier konsernsjef i Kværner, Jan Arve Haugan, i pressemeldingen fra selskapet. Selve skroget til produksjonsskipet, inkludert boligkvarteret, skal produseres i Singapore, og skal leveres til Stord på høsten i 2020. Der skal modulene installeres og skipet ferdigstilles, før det slepes til feltet i starten av 2022. I forbindelse med dette skal Kværner investere i blant annet ny dypvannskai på Stord. Johan Castberg-feltet ligger rundt 100 kilometer nord for Snøhvit-feltet i Barentshavet, og består av de tre oljefunnene Skrugard, Havis og Drivis. De totale utbyggingskostnadene er på rundt 49 milliarder kroner, ifølge Statoil.	https://www.adressa.no/nyheter/okonomi/2018/02/13/Kv%C3%A6rner-Verdal-f%C3%A5r-oppdrag-p%C3%A5-Castberg-feltet-16078490.ece	Nei
Skandaleplattform gikk for halv maskin - seks milliarder i tapte inntekter		https://www.dn.no/nyheter/2018/02/20/1927/Olje/mistet-inntekter-for-59-milliarder	Nei
Mange beboere klaget over vannskader og soppangrep i leilighetene	Kjøperen av disse blokkene i Fossveien i Lier mener at de var i dårlig stand, og krevde 3,2 millioner i prisavslag fra selger. Etter at de overtok kom det klager fra over 40 beboere.	https://www.dt.no/lier/nyheter/bolig/over-40-beboere-klaget-pa-standarden/s/5-57-831275	Nei
Leteaksjon i Bodø - Funn av bil i havnebassenget i Bodø havn	I forbindelse med leiteaksjonen etter savnede Kurt Eilertsen fra Bodø, er det i dag gjort funn av den etterlyste bilen, en KIA Picanto. Det er også gjort funn av en person inne i bilen, men vedkomne er ikke identifisert. Politiet har ingen grunn til at det foreligger noen straffbart. Leiteaksjonen avsluttes og videre etterforskning blir tatt av Bodø politistasjon. Pårørende er informert. Til redaksjonene Kontaktperson i denne saken er Bent Are Eilertsen, stabssjef i Nordland. Eilertsen er tilgjengelig for media på tlf nr 916 76523.	https://www.politiet.no/aktuelt-tall-og-fakta/aktuelt/nyheter/2018/01/22/politiet-onsker-tips-om-observasjoner-av-savnet-mann/	Nei
Oppdatering i Janne Jemtland-saken	Innlandet politidistrikt ga i dag en oppdatering av status i saken om Janne Jemtland. Det er foretatt videre undersøkelser og avhør av siktede og vitner. Det er ingen nye mistenkte eller siktede i saken. Identiteten til Janne Jemtland ble bekreftet 16.januar. Politiet kan foreløpig ikke si noe om dødsårsaken, men vil kunne si noe mer om dette lenger ut i etterforskningen. Ektefellen til Janne Jemtland er siktet for drap og han erkjenner ikke straffeskyld for dette. Ektefellen ble varetektsfengslet mandag 15.januar. Politiet vil i tiden fremover fortsette med etterforskning, undersøkelser og avhør i saken. Kripos bistår med dette fortsatt. Flyog droneforbud opphevet Politiets kriminaltekniske arbeid på eiendommen til Janne Jemtland og ektefellen er nå langt på vei ferdigstilt. Det er denne eiendommen vi anser som åstedet hvor Janne Jemtland ble drept, sa politiadvokat André van der Eynden i Innlandet politidistrikt i en orientering til pressen i dag. Sperringene er nå opphevet og det er kun eiendommen som sådan som er avsperret med politiets sperrebånd. Flyog droneforbudet satt med utgangspunkt i boligen i Ellevsætervegen 641er opphevet. Siktede knytter seg til saken Siktede i saken er avhørt en rekke ganger og har vært villig til å la seg avhøre. Politiet bekreftet at han knytter seg til den situasjonen hvor Janne Jemtland døde. Han har også vært opphav og bakgrunn for opplysningene som lot politiet lokalisere Janne Jemtland i Glomma ved Eid bru i Våler kommune. Tips ønskes Politiet ønsker tips fra publikum på observasjoner ved Eid bru i tidsrommet 29. til 30.desember. Tips kan gis på telefon 02800.	https://www.politiet.no/aktuelt-tall-og-fakta/aktuelt/nyheter/2018/01/19/oppdatering-i-janne-jemtland-saken/	Nei
Politiet fikk medhold i begjæring om varetektsfengsling	Hedmarken tingrett ga politiet medhold i begjæringen om fire ukers varetekt hvor to av ukene er i full isolasjon og to med brevog besøksforbud. Janne Jemtlands ektefelle er siktet for drap.	https://www.politiet.no/aktuelt-tall-og-fakta/aktuelt/nyheter/2018/01/15/politiet-fikk-medhold-i-begjaring/	Nei
Etterforskning av sedelighetssak fortsetter	Mandag 15. januar: Hålogaland lagmannsrett har i dag behandlet og forkastet anken over varetektsfengsling for den siktede i sedelighetssaken som er under etterforskning i Troms politidistrikt. Når det gjelder de ikke identifiserte fornærmede som politiet tidligere har omtalt, finner lagmannsretten i likhet med tingretten at det på nåværende tidspunkt ikke er skjellig grunn til mistanke om straffbare forhold ovenfor disse. Lagmannsretten finner at det foreligger slik bevisforspillelsesfare knyttet til den opprinnelige delen av siktelsen, at fengsling er nødvendig. Eventuelle henvendelser om å utlevere kjennelsen må rettes til Hålogaland lagmannsrett. Politiet har gjennom dagen fått inn ytterligere noen tips i saken. Kripos kommer til Tromsø og starter sin bistand tirsdag. Politiet har utover dette ikke noe nytt å melde om etterforskningen i saken. Torsdag 11. januar: Forlenget fengsling i sedelighetssak. Politiet i Tromsø har i dag fått medhold i varetektsfengsling i fire nye uker for den siktede mannen i den pågående sedelighetssaken. Bakgrunn for forlenget varetekt er bevisforspillelsesfare og behov for mer tid til å gjennomgå beslaglagt materiale og gjennomføre avhør. Siktelsen mot mannen omfatter en navngitt mann som fornærmet, og er utvidet til å omfatte flere mulige fornærmede. Pr. nå har ikke etterforskningen avdekket hvor mange, eller identitet, på de mulige fornærmede. Siktelsen i nåværende sak omfatter tidsrom over flere år. Den navngitte fornærmede er en mann, forholdene som etterforskes har skjedd etter fylte 16 år. Siktelsen er konkretisert i forhold til straffebud: Straffeloven (1902) § 193 første ledd for å ha skaffet seg eller en annen seksuell omgang ved misbruk av stilling, avhengighetsforhold eller tillitsforhold og straffeloven (2005) § 295 for å ha skaffet seg seksuell omgang ved a) misbruk av stilling, avhengighetsforhold eller tillitsforhold, eller c) å utnytte en person under 18 år i en særlig sårbar livssituasjon Politiet gjør også undersøkelser for å se om det er grunnlag for å gjenåpne tidligere straffesak fra 2015/16 med lignende forhold og samme siktet mann. Torsdag 11. januar: Politiet i Tromsø har begjært forlenget fengsling i sedelighetssak, i fire uker, på grunn av bevisforspillelsesfare. Onsdag 10. januar: Etterforskningen fortsetter i dag med gjennomgang av beslag i saken. Fengslingsfristen går ut i morgen, torsdag, kl. 16.00, og politiet har ikke tatt stilling om det skal begjæres videre varetektsfengsling. Tirsdag 9. januar: Politiet jobber med gjennomgang av beslag, analyse og avhør. Det er ikke tatt stilling til ev. videre varetektsfengsling, sier politistasjonssjef Anita Hermandsen ved Tromsø politistasjon. Mandag 8. januar: Etterforskning av saken fortsetter, men politiet har ikke nye opplysninger i dag: Vi etterforsker saken videre, men av hensyn til etterforskningen kan vi ikke si noe mer om saken, sier politistasjonssjef Anita Hermandsen ved Tromsø politistasjon. Sist fredag bekreftet stasjonssjefen at politiet har innledet etterforskning etter følgende straffebud: Gammel straffelov, paragraf 224, første ledd, bokstav A: Den som ved vold, trusler, misbruk av sårbar situasjon eller annen utilbørlig atferd utnytter en person til prostitusjon eller andre seksuelle formål, eller som forleder en person til å la seg bruke til slike formål, straffes for menneskehandel med fengsel inntil 5 år. Ny straffelov, som trådte i kraft 1. oktober 2015, paragraf 295, bokstav A: Med fengsel inntil 6 år straffes den som skaffer seg eller en annen seksuell omgang, eller får noen til å utføre handlinger som svarer til seksuell omgang med seg selv ved misbruk av stilling, avhengighetsforhold eller tillitsforhold. En mann er siktet i saken. Han ble varetektsfengslet i kjennelse fra Nord-Troms tingrett sist torsdag, i en uke med brevog besøkskontroll.	https://www.politiet.no/aktuelt-tall-og-fakta/aktuelt/nyheter/2018/01/08/etterforskning-av-sedelighetssak/	Nei
